country,city_actual,rating_count,distance,center1label,distance_alter,center2label,neighbourhood,price,price_night,city,stars,ratingta,ratingta_count,acc_type,ratings,scarce_room,hotel_id,offer,offer_cat,year,month,weekend,holiday,nnights
Austria,Vienna,374,0.8,City centre,2.1,Donauturm,Leopoldstadt,113,price for 1 night,Vienna,3,4.5,1686,Hotel,4.5,0,22176,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,6,0.8,City centre,3.6,Donauturm,Neubau,113,price for 1 night,Vienna,3,NA,NA,Hotel,3.7,1,22248,0,0% no offer,2017,11,0,0,1
Austria,Vienna,505,0.2,City centre,2.9,Donauturm,Innere Stadt,112,price for 1 night,Vienna,4,4,607,Hotel,4,0,21995,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,354,0.9,City centre,3.4,Donauturm,Josefstadt,110,price for 1 night,Vienna,3,4,419,Hotel,4.1,0,22071,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,340,0.6,City centre,3.2,Donauturm,Landstrasse,110,price for 1 night,Vienna,4,4.5,2718,Hotel,4.3,0,22104,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,109,1.3,City centre,3.3,Donauturm,Landstrasse,110,price for 1 night,Vienna,3,3.5,529,Hotel,3.7,1,22136,0,0% no offer,2017,11,0,0,1
Austria,Vienna,328,0.9,City centre,3.6,Donauturm,Neubau,110,price for 1 night,Vienna,4,4.5,2436,Hotel,4.4,0,22249,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,77,1.6,City centre,4,Donauturm,Wieden,110,price for 1 night,Vienna,3.5,4.5,116,Hotel,4.5,0,22386,0,0% no offer,2017,11,0,0,1
Austria,Vienna,112,0.8,City centre,3.6,Donauturm,Wieden,110,price for 1 night,Vienna,3,4,263,Hotel,3.9,0,22399,0,0% no offer,2017,11,0,0,1
Austria,Vienna,173,1.5,City centre,3.8,Donauturm,Landstrasse,109,price for 1 night,Vienna,4,4,666,Hotel,4.1,0,22123,0,0% no offer,2017,11,0,0,1
Austria,Vienna,98,1.4,City centre,4,Donauturm,Neubau,109,price for 1 night,Vienna,4,4,582,Hotel,4,0,22259,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,160,3.5,City centre,6.2,Donauturm,Vienna,109,price for 1 night,Vienna,4,3.5,386,Hotel,4,0,22335,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,175,0.3,City centre,2.5,Donauturm,Innere Stadt,108,price for 1 night,Vienna,3,3.5,234,Hotel,3.5,1,22023,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,468,1,City centre,1.9,Donauturm,Leopoldstadt,106,price for 1 night,Vienna,3,4.5,1449,Hotel,4.5,1,22177,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,527,0.8,City centre,2,Donauturm,Leopoldstadt,106,price for 1 night,Vienna,4,4,739,Hotel,4.1,1,22182,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,30,4.1,City centre,6.8,Donauturm,Schonbrunn,106,price for 1 night,Vienna,3,3,69,Hotel,3.7,1,22309,0,0% no offer,2017,11,0,0,1
Austria,Vienna,162,1.4,City centre,4.1,Donauturm,Mariahilf,105,price for 1 night,Vienna,4,4.5,716,Hotel,4.4,0,22226,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,359,1.7,City centre,4.3,Donauturm,Neubau,105,price for 1 night,Vienna,4,4,816,Hotel,4,0,22256,0,0% no offer,2017,11,0,0,1
Austria,Vienna,54,1.2,City centre,3.9,Donauturm,Neubau,105,price for 1 night,Vienna,3,4.5,412,Hotel,4.1,1,22260,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,114,0.7,City centre,2.6,Donauturm,Landstrasse,104,price for 1 night,Vienna,3,3,72,Hotel,3.4,1,22125,0,0% no offer,2017,11,0,0,1
Austria,Vienna,57,0.9,City centre,2.4,Donauturm,Alsergrund,103,price for 1 night,Vienna,4,3.5,251,Hotel,3.9,1,21906,0,0% no offer,2017,11,0,0,1
Austria,Vienna,194,1,City centre,3.4,Donauturm,Josefstadt,102,price for 1 night,Vienna,4,4,346,Hotel,4,0,22078,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,208,1.5,City centre,1.4,Donauturm,Leopoldstadt,102,price for 1 night,Vienna,3.5,4,281,Hotel,3.9,0,22166,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,28,5.3,City centre,7.6,Donauturm,Vienna,102,price for 1 night,Vienna,3,4.5,204,Hotel,4,0,22349,0,0% no offer,2017,11,0,0,1
Austria,Vienna,92,2.1,City centre,4.9,Donauturm,Schonbrunn,101,price for 1 night,Vienna,3,4.5,187,Hotel,4.5,0,22301,0,0% no offer,2017,11,0,0,1
Austria,Vienna,637,0.8,City centre,2,Donauturm,Leopoldstadt,100,price for 1 night,Vienna,4,4,584,Hotel,4,1,22183,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,58,1.5,City centre,4.3,Donauturm,Margareten,100,price for 1 night,Vienna,3.5,4.5,15,Hotel,4.5,0,22201,0,0% no offer,2017,11,0,0,1
Austria,Vienna,581,1.7,City centre,4.4,Donauturm,Mariahilf,100,price for 1 night,Vienna,3.5,4.5,1414,Hotel,4.5,0,22227,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,98,1.6,City centre,4.3,Donauturm,Mariahilf,100,price for 1 night,Vienna,4,3.5,372,Hotel,3.7,0,22236,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,74,2.7,City centre,4.2,Donauturm,Vienna,100,price for 1 night,Vienna,3.5,4,282,Hotel,4.4,1,22364,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,77,1.2,City centre,3.7,Donauturm,Wieden,100,price for 1 night,Vienna,3,4,149,Hotel,4,1,22401,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,112,1,City centre,3.7,Donauturm,Wieden,100,price for 1 night,Vienna,4,4.5,1006,Hotel,4.4,1,22407,0,0% no offer,2017,11,0,0,1
Austria,Vienna,441,1.7,City centre,4.2,Donauturm,Favoriten,99,price for 1 night,Vienna,3.5,4.5,630,Hotel,4.4,0,21940,0,0% no offer,2017,11,0,0,1
Austria,Vienna,183,1.5,City centre,1.6,Donauturm,Leopoldstadt,99,price for 1 night,Vienna,3,4.5,491,Hotel,4.5,0,22145,0,0% no offer,2017,11,0,0,1
Austria,Vienna,264,1,City centre,3.8,Donauturm,Mariahilf,99,price for 1 night,Vienna,4,4,1228,Hotel,4,1,22224,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,305,1.8,City centre,4.4,Donauturm,Neubau,99,price for 1 night,Vienna,3,4,1171,Hotel,4.1,0,22241,0,0% no offer,2017,11,0,0,1
Austria,Vienna,308,1.7,City centre,4.4,Donauturm,Neubau,99,price for 1 night,Vienna,4,4,612,Hotel,4.1,0,22253,1,15-50% offer,2017,11,0,0,1
Austria,Schwechat,26,7.7,City centre,7.9,Donauturm,Schwechat,99,price for 1 night,Vienna,3,3.5,191,Hotel,3.7,0,22320,0,0% no offer,2017,11,0,0,1
Austria,Vienna,88,0.5,City centre,2.6,Donauturm,Innere Stadt,98,price for 1 night,Vienna,3,3.5,66,Hotel,3.7,1,21984,0,0% no offer,2017,11,0,0,1
Austria,Vienna,100,0.8,City centre,3.5,Donauturm,Neubau,98,price for 1 night,Vienna,4,4,650,Hotel,3.7,1,22239,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,72,3.1,City centre,5.9,Donauturm,Vienna,97,price for 1 night,Vienna,4,4,277,Hotel,4,0,22340,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,94,3.6,City centre,1.2,Donauturm,Donaustadt,95,price for 1 night,Vienna,4,4,228,Hotel,4.3,0,21926,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,572,1.5,City centre,3.9,Donauturm,Wieden,95,price for 1 night,Vienna,4,4,1003,Hotel,4.1,1,22402,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,169,1,City centre,3.4,Donauturm,Josefstadt,94,price for 1 night,Vienna,3,4,452,Hotel,4.1,1,22084,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,125,1.1,City centre,3.9,Donauturm,Mariahilf,93,price for 1 night,Vienna,4,4,410,Hotel,4,1,22219,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,140,2.9,City centre,5.6,Donauturm,Schonbrunn,92,price for 1 night,Vienna,4,4,753,Hotel,4.1,0,22312,1,1-15% offer,2017,11,0,0,1
Austria,Schwechat,333,11,City centre,11,Donauturm,Schwechat,92,price for 1 night,Vienna,3,4,196,Hotel,4.3,0,22317,0,0% no offer,2017,11,0,0,1
Austria,Voesendorf,115,7.1,City centre,9.9,Donauturm,Voesendorf,92,price for 1 night,Vienna,4,3.5,545,Hotel,3.7,0,22378,0,0% no offer,2017,11,0,0,1
Austria,Vienna,291,1.3,City centre,3.9,Donauturm,Wieden,92,price for 1 night,Vienna,3,4,688,Hotel,4.3,0,22390,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,525,1.9,City centre,4.2,Donauturm,Favoriten,91,price for 1 night,Vienna,4,4.5,741,Hotel,4.5,0,21946,0,0% no offer,2017,11,0,0,1
Austria,Schwechat,39,6.7,City centre,8.2,Donauturm,Schwechat,91,price for 1 night,Vienna,3,3.5,161,Hotel,3.5,0,22323,0,0% no offer,2017,11,0,0,1
Austria,Vienna,34,0.9,City centre,3.7,Donauturm,Wieden,91,price for 1 night,Vienna,3,3.5,383,Hotel,3.5,1,22398,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,89,4.6,City centre,7.4,Donauturm,Vienna,90,price for 1 night,Vienna,3,3,78,Hotel,3,1,22363,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,422,1.6,City centre,1.2,Donauturm,Leopoldstadt,89,price for 1 night,Vienna,3,4,1580,Hotel,4.1,0,22179,1,15-50% offer,2017,11,0,0,1
Austria,Voesendorf,38,7,City centre,9.7,Donauturm,Voesendorf,89,price for 1 night,Vienna,4,3,73,Hotel,3.5,0,22377,0,0% no offer,2017,11,0,0,1
Austria,Vienna,92,0.9,City centre,3.3,Donauturm,Josefstadt,88,price for 1 night,Vienna,3,4,509,Hotel,4.4,1,22072,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,330,3.4,City centre,0.9,Donauturm,Donaustadt,87,price for 1 night,Vienna,3,3.5,423,Hotel,3.7,1,21933,0,0% no offer,2017,11,0,0,1
Austria,Vienna,90,0.9,City centre,1.9,Donauturm,Leopoldstadt,87,price for 1 night,Vienna,3,3.5,314,Hotel,3.5,0,22188,0,0% no offer,2017,11,0,0,1
Austria,Vienna,45,1.9,City centre,4.7,Donauturm,Mariahilf,87,price for 1 night,Vienna,4,4,290,Hotel,3.5,0,22235,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,12,2.4,City centre,3.9,Donauturm,Vienna,87,price for 1 night,Vienna,3,4,30,Hotel,4,1,22362,0,0% no offer,2017,11,0,0,1
Austria,Vienna,136,1.8,City centre,1,Donauturm,Leopoldstadt,86,price for 1 night,Vienna,4,3.5,326,Hotel,4,0,22149,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,303,1.4,City centre,4.2,Donauturm,Margareten,86,price for 1 night,Vienna,4,3.5,1708,Hotel,3.9,0,22203,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,85,1.3,City centre,4.1,Donauturm,Mariahilf,86,price for 1 night,Vienna,3,4,383,Hotel,4,1,22212,0,0% no offer,2017,11,0,0,1
Austria,Vienna,72,1.6,City centre,4,Donauturm,Wieden,86,price for 1 night,Vienna,3,4,89,Hotel,4.3,0,22387,0,0% no offer,2017,11,0,0,1
Austria,Vienna,53,1.4,City centre,2.5,Donauturm,Alsergrund,85,price for 1 night,Vienna,4,3.5,629,Hotel,3.7,0,21901,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,18,1.7,City centre,2.6,Donauturm,Alsergrund,85,price for 1 night,Vienna,4,4,62,Hotel,4.1,0,21917,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,13,0.8,City centre,2.1,Donauturm,Landstrasse,85,price for 1 night,Vienna,3,3.5,183,Hotel,3.5,1,22130,1,50%-75% offer,2017,11,0,0,1
Austria,Vienna,24,3.1,City centre,5.9,Donauturm,Schonbrunn,85,price for 1 night,Vienna,3,3,114,Hotel,2.7,1,22310,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,168,3,City centre,3.2,Donauturm,Wahring,85,price for 1 night,Vienna,4,3.5,553,Hotel,4,0,22384,1,1-15% offer,2017,11,0,0,1
Austria,Vienna,152,1.5,City centre,1.4,Donauturm,Leopoldstadt,84,price for 1 night,Vienna,3,4,1249,Hotel,3.9,0,22162,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,3,0.8,City centre,2.2,Donauturm,Leopoldstadt,84,price for 1 night,Vienna,3,4,92,Hotel,2.2,1,22185,0,0% no offer,2017,11,0,0,1
Austria,Vienna,239,1.6,City centre,4.3,Donauturm,Mariahilf,84,price for 1 night,Vienna,4,4,561,Hotel,4.3,0,22237,1,15-50% offer,2017,11,0,0,1
Austria,Vienna,186,1.9,City centre,2.7,Donauturm,Wahring,84,price for 1 night,Vienna,3,4.5,982,Hotel,4.4,0,22380,1,15-50% offer,2017,11,0,0,1
